CustomerID,CardNumber,BIN,Country,Complaint,Feedback,SentimentCategory,ChargebackFlag
P16N7ZOI,5096470608413318,509647,BRAZIL,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
HZZ0LITT,5206034638411648,520603,FRANCE,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
YHENFQ2S,3818393690218477,381839,UNITED STATES,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
C4VPY58R,5503134816397399,550313,UNITED STATES,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
KGPSNMDH,4701207537277362,470120,KENYA,Unauthorized Charge,"I raised a dispute, but no resolution yet!",Negative,1
2XIVT00D,3653969083903537,365396,UNITED STATES,Fraudulent Transaction,"I reported fraud, but no action taken!",Negative,1
7OO2OOFO,3873916683675215,387391,UNITED STATES,Unauthorized Charge,"I raised a dispute, but no resolution yet!",Negative,1
HMIN2845,8126796901475815,812679,CHINA,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
4VDWYDI5,5355705018456799,535570,ITALY,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
F6Y1E055,5677618106777039,567761,UNITED STATES,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
WBHFR8PH,5732543115666906,573254,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
4YRVXN0P,4007215383550878,400721,UNITED STATES,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
2W2YSYER,5006334899591723,500633,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
62GUU2D3,5394151167233437,539415,MEXICO,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
TEHLBISB,4643068125039588,464306,UNITED STATES,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
O3KO2080,4991069775618063,499106,UNITED STATES,Unauthorized Charge,"I raised a dispute, but no resolution yet!",Negative,1
GUUOO12E,4246689067688771,424668,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
4Z7IH3U2,4389646362136342,438964,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
8N6TQYK5,6014771466323036,601477,UNITED STATES,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
RL4WZM4Z,6448419336504683,644841,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
RBLXIE7D,4273285427921181,427328,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
AYKWYZGO,4608791570459308,460879,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
LT5HTGIO,3760858326244429,376085,AUSTRALIA,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
9T5V43IS,5408908233745071,540890,ITALY,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
G7UAWEF5,5090415036265826,509041,BRAZIL,Fraudulent Transaction,"I reported fraud, but no action taken!",Negative,1
T2ZI0Y0A,8131082705182521,813108,CHINA,Unauthorized Charge,"I raised a dispute, but no resolution yet!",Negative,1
V0FTRNB6,3951491293628384,395149,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
521KN1A8,4499421819177499,449942,UNITED STATES,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
AWIXK2O1,8150640809822161,815064,CHINA,Unauthorized Charge,"I raised a dispute, but no resolution yet!",Negative,1
FLXJURB6,5500606231147982,550060,INDIA,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
S3QADWK3,5077252479176667,507725,UNITED STATES,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
JU9S9161,5001701489469530,500170,UNITED STATES,Fraudulent Transaction,"I reported fraud, but no action taken!",Negative,1
DD66ZPKC,3408828716444791,340882,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
14G8P9DC,5360936661223183,536093,CHINA,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
BF0W7E7J,4566875865803898,456687,JAPAN,Unauthorized Charge,I was charged without my knowledge!,Negative,1
L2DBLLQO,3048348642297191,304834,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
ZEK34JHB,3909927797175904,390992,UNITED STATES,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
FFTORUTI,6405873246796515,640587,UNITED STATES,Fraudulent Transaction,"I reported fraud, but no action taken!",Negative,1
CD1GE4QK,4838434590833408,483843,ITALY,Unauthorized Charge,I was charged without my knowledge!,Negative,1
K40CYM6B,5817796538349491,581779,FRANCE,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
6X50GHMG,8123407930999824,812340,CHINA,Unauthorized Charge,I was charged without my knowledge!,Negative,1
LD0XZV5Z,5383951686395515,538395,UNITED KINGDOM,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
TM78B3TW,6584297346936550,658429,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
RFHP9M34,4780885447512739,478088,FRANCE,Unauthorized Charge,I was charged without my knowledge!,Negative,1
08DSFOEF,5791131685374744,579113,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
LJ28KTSG,4976257691762049,497625,FRANCE,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
6P1INTA9,5665267270463164,566526,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
V6I87B2B,3913887176323837,391388,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
8JMYN4UB,5625093627053557,562509,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
N9HHGV7Y,8108763054344035,810876,CHINA,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
RMTHVNUJ,6230732098136327,623073,CHINA,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
3288RK4T,6809420725937922,680942,GERMANY,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
0OV2PTTG,4274458765123365,427445,RUSSIAN FEDERATION,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
NXOIHR7H,8014294785763411,801429,CHINA,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
BSIOIKLU,4981607175064970,498160,UNITED STATES,Fraudulent Transaction,"I reported fraud, but no action taken!",Negative,1
7VU811ZV,5293101112520847,529310,GERMANY,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
L1EOECVQ,4901168960103867,490116,UNITED STATES,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
1GEP6FNA,3827041327219150,382704,UNITED STATES,Unauthorized Charge,"I raised a dispute, but no resolution yet!",Negative,1
UJH7Y2TP,3139408712397839,313940,UNITED STATES,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
PDKAPWFS,3556443648371548,355644,JAPAN,Unauthorized Charge,I was charged without my knowledge!,Negative,1
HUZ3QJFX,5709177890489306,570917,FRANCE,Unauthorized Charge,"I raised a dispute, but no resolution yet!",Negative,1
3PCXWNCR,4158202275964943,415820,UNITED STATES,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
JCXYQSW8,2236922649969336,223692,SINGAPORE,Unauthorized Charge,I was charged without my knowledge!,Negative,1
K3Z1FYJY,5282075862481046,528207,RUSSIAN FEDERATION,Fraudulent Transaction,"I reported fraud, but no action taken!",Negative,1
15SJYKQD,1112087545042110,111208,UNITED KINGDOM,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
GO61VEO5,4511350232333625,451135,BRAZIL,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
XJK4AYUT,5945194019652539,594519,AUSTRALIA,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
TPA5MKRX,4209189835958700,420918,UNITED STATES,Unauthorized Charge,"I raised a dispute, but no resolution yet!",Negative,1
88DXOFYJ,5194420652959886,519442,UNITED STATES,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
IIME4V31,4628599681749741,462859,INDIA,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
11RLHGFL,4370951052357727,437095,UNITED STATES,Unauthorized Charge,"I raised a dispute, but no resolution yet!",Negative,1
6UT79KAJ,4987592563997706,498759,INDIA,Unauthorized Charge,I was charged without my knowledge!,Negative,1
C67L4INQ,4446340331180493,444634,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
SLJDFYPC,3964042745342783,396404,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
IJUVNTPR,4780090383093451,478009,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
YO48GCS0,4459213232674093,445921,UNITED STATES,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
ADEJ8FFA,4157934145684580,415793,UNITED STATES,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
4IJJFK90,5847321006455271,584732,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
8B1ET82C,4217935028877297,421793,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
N5Z6TRXY,5146669547878947,514666,UNITED STATES,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
83ED70R6,4292005715364963,429200,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
2N0IQXL2,6525777586762990,652577,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
OBQ6KY1V,6294539533471322,629453,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
06VSWCRK,4094412725659601,409441,UNITED STATES,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
G2PLI7IT,6018793921583367,601879,UNITED STATES,Unauthorized Charge,"I raised a dispute, but no resolution yet!",Negative,1
S5MWSEOU,4792537309805639,479253,UNITED STATES,Unauthorized Charge,"I raised a dispute, but no resolution yet!",Negative,1
23EH5J2F,4232793297052495,423279,UNITED STATES,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
A0TXVOO1,3880109734859764,388010,CHINA,Unauthorized Charge,I was charged without my knowledge!,Negative,1
L52FIF1K,3706034206094351,370603,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
L5AVCE1L,3970107169272974,397010,UNITED STATES,Fraudulent Transaction,"I reported fraud, but no action taken!",Negative,1
SQHFTIF7,3808284456648591,380828,UNITED STATES,Fraudulent Transaction,"I reported fraud, but no action taken!",Negative,1
CWFSJE82,5286971569109665,528697,UNITED STATES,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
37SKZ76W,4733980509556828,473398,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
9H9MRO88,5990934909715765,599093,CHINA,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
0U47ROS6,4362296193913747,436229,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
TP38L1J0,3950993741456227,395099,UNITED STATES,Fraudulent Transaction,"I reported fraud, but no action taken!",Negative,1
EYCHXFDI,4464175226820011,446417,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
NG89V0RX,3685599602149155,368559,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
10TMM4FM,4953583626456554,495358,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
YJBBYNA2,5235991674319276,523599,UNITED STATES,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
BGBOBSZW,4785520957361413,478552,UNITED STATES,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
S9I2JHBG,4392296161378220,439229,UNITED STATES,Unauthorized Charge,"I raised a dispute, but no resolution yet!",Negative,1
7NDFXT4B,5495166303650972,549516,UNITED STATES,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
UGCG3NYH,3886612843291225,388661,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
TNIXCLME,3729875910937684,372987,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
H92WHPGX,4721130361896370,472113,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
PGSH91GA,5089537154173538,508953,INDIA,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
24SW9CNO,3704694023261499,370469,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
YNX4D0QD,5070328822146788,507032,UNITED STATES,Unauthorized Charge,"I raised a dispute, but no resolution yet!",Negative,1
D5OYSOR4,3457729770057472,345772,UNITED STATES,Unauthorized Charge,"I raised a dispute, but no resolution yet!",Negative,1
5LKGBXLR,5577349104239652,557734,RUSSIAN FEDERATION,Unauthorized Charge,I was charged without my knowledge!,Negative,1
N3FVZP5O,4546786136964460,454678,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
Q3B0TPXC,4648824521615944,464882,UNITED STATES,Fraudulent Transaction,"I reported fraud, but no action taken!",Negative,1
4IZ5NJCO,4352665761947830,435266,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
KUO2BC4L,3546764097419762,354676,JAPAN,Unauthorized Charge,I was charged without my knowledge!,Negative,1
Q5BFKUEV,3347680383929002,334768,JAPAN,Fraudulent Transaction,"Suspicious transaction on my card, please investigate!",Negative,1
UQMS940V,3935074602281019,393507,UNITED STATES,Unauthorized Charge,Unauthorized transaction detected on my account.,Negative,1
BSEJQO81,3935277620289213,393527,UNITED STATES,Fraudulent Transaction,Someone used my card fraudulently!,Negative,1
11Z54TM4,4917801202849843,491780,ITALY,Fraudulent Transaction,"I reported fraud, but no action taken!",Negative,1
H3FRKAML,6267496093170292,626749,CHINA,Unauthorized Charge,I was charged without my knowledge!,Negative,1
V5JURED5,5043591204072097,504359,UNITED STATES,Unauthorized Charge,I was charged without my knowledge!,Negative,1
97M1B1XY,4273409079717247,427340,GERMANY,Unauthorized Charge,"I raised a dispute, but no resolution yet!",Negative,1
IWLN39CA,6276960694641266,627696,UNITED STATES,Fraudulent Transaction,"I reported fraud, but no action taken!",Negative,1
