CustomerID,CardNumber,BankName,CardBrand,CardType,IssuingCountry,TransactionAmount,ChargebackFlag,ChargebackReasonCode,TransactionDate
CUST8797,5499406690543439,"JPMORGAN CHASE BANK, N.A.",MASTERCARD,CREDIT,UNITED STATES,2721.53,No,,2025-01-29 19:10:30.136073
CUST1882,3649902733929837,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,4844.29,No,,2025-01-29 19:10:30.136073
CUST4812,3969827791000902,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,3214.66,No,,2025-01-13 19:10:30.136073
CUST2622,4050833806197335,"WELLS FARGO BANK, N.A.",VISA,CREDIT,UNITED STATES,3593.55,No,,2025-01-15 19:10:30.136073
CUST5162,3404642888783888,UNKNOWN,AMERICAN EXPRESS,CREDIT,UNITED STATES,674.77,No,,2025-01-06 19:10:30.136073
CUST2201,4820395587362787,"BANK OF AMERICA, NATIONAL ASSOCIATION",VISA,DEBIT,UNITED STATES,4288.25,No,,2025-01-12 19:10:30.136073
CUST5687,3552020664425602,UNKNOWN,JCB,CREDIT,JAPAN,830.4,No,,2025-01-11 19:10:30.136073
CUST9233,5585748840833649,"FIDELITY INFORMATION SERVICES, INC.",MASTERCARD,CREDIT,UNITED STATES,2714.07,No,,2025-01-30 19:10:30.136073
CUST6899,4482373367136977,WOORI AMERICA BANK,VISA,CREDIT,UNITED STATES,2656.11,No,,2025-01-29 19:10:30.136073
CUST4625,5982190971148146,UNKNOWN,MAESTRO,DEBIT,BRAZIL,1107.13,No,,2025-01-27 19:10:30.136073
CUST2751,4217945753278399,"CAPITAL ONE, NATIONAL ASSOCIATION",VISA,CREDIT,UNITED STATES,3788.56,No,,2025-01-22 19:10:30.136073
CUST8099,3046737529818447,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,2064.77,No,,2025-01-25 19:10:30.136073
CUST6321,5301882634475964,CU COOPERATIVE SYSTEMS,MASTERCARD,DEBIT,UNITED STATES,4988.42,No,,2025-01-17 19:10:30.136073
CUST1239,3792982323548274,AMERICAN EXPRESS US CONSUMER,AMERICAN EXPRESS,CREDIT,UNITED STATES,3126.73,No,,2025-01-05 19:10:30.136073
CUST6543,3733625800801144,AMERICAN EXPRESS US CONSUMER,AMERICAN EXPRESS,CREDIT,UNITED STATES,2919.12,No,,2025-01-17 19:10:30.136073
CUST6672,4705208078334589,"BANK OF AMERICA, NATIONAL ASSOCIATION",VISA,CREDIT,UNITED STATES,50.92,No,,2025-01-23 19:10:30.136073
CUST4388,5284154631871180,"CU COOPERATIVE SYSTEMS, LLC",MASTERCARD,CREDIT,UNITED STATES,3122.43,No,,2025-01-23 19:10:30.136073
CUST6410,5090837404766620,BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS SA,ELO,CREDIT,BRAZIL,2545.94,No,,2025-01-03 19:10:30.136073
CUST4690,4725218275033115,UNKNOWN,VISA,CREDIT,UNITED STATES,2684.66,No,,2025-01-24 19:10:30.136073
CUST2270,4357449757645779,"PING AN BANK CO., LTD.",VISA,CREDIT,CHINA,4518.38,No,,2025-01-01 19:10:30.136073
CUST2555,6240343423848485,UNKNOWN,CHINA UNION PAY,DEBIT,CHINA,31.23,No,,2025-01-14 19:10:30.136073
CUST8859,4972591773855260,"SOCIETE GENERALE, S.A.",VISA,CREDIT,FRANCE,3982.59,No,,2025-01-03 19:10:30.136073
CUST1740,4741000008959879,"PAYRNET, LTD.",VISA,DEBIT,UNITED KINGDOM,680.35,No,,2025-01-26 19:10:30.136073
CUST3551,3868326584504819,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,4699.19,No,,2025-01-18 19:10:30.136073
CUST1054,3873489945334731,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,3890.89,No,,2025-01-01 19:10:30.136073
CUST1766,6541343628379358,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,3613.4,No,,2025-01-16 19:10:30.136073
CUST9946,3823395991144919,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,1840.29,No,,2025-01-02 19:10:30.136073
CUST5228,4302977665248831,UNKNOWN,VISA,CREDIT,UNITED STATES,1600.02,No,,2025-01-30 19:10:30.136073
CUST9733,4087918723493596,UNKNOWN,VISA,CREDIT,UNITED STATES,4539.47,No,,2025-01-06 19:10:30.136073
CUST7118,4027432531838850,"AXIS BANK, LTD.",VISA,DEBIT,INDIA,4074.39,No,,2025-01-22 19:10:30.136073
CUST8195,4738188119023488,GP LOUISIANA FEDERAL CREDIT UNION,VISA,DEBIT,UNITED STATES,246.13,No,,2025-01-10 19:10:30.136073
CUST9855,4607352357017280,"PATHWARD, N.A.",VISA,DEBIT,UNITED STATES,4715.67,No,,2024-12-31 19:10:30.136073
CUST9682,5756552791078178,UNKNOWN,EBT,DEBIT,UNITED STATES,3405.55,No,,2025-01-14 19:10:30.136073
CUST9769,9360070427045122,UNKNOWN,PRIVATE LABEL,DEBIT,UNITED STATES,557.73,No,,2025-01-05 19:10:30.136073
CUST6769,3898304927332457,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,4643.14,No,,2025-01-25 19:10:30.136073
CUST6023,3865059030189063,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,1447.87,No,,2025-01-18 19:10:30.136073
CUST9775,5901879710811817,UNKNOWN,MAESTRO,DEBIT,SINGAPORE,1958.25,No,,2025-01-15 19:10:30.136073
CUST6236,1036751591440179,AGRICULTURAL BANK OF CHINA,LOCAL BRAND,DEBIT,CHINA,1019.16,No,,2025-01-25 19:10:30.136073
CUST4235,5578674650122054,"CAPITAL ONE, NATIONAL ASSOCIATION",MASTERCARD,CREDIT,UNITED STATES,3211.98,No,,2025-01-24 19:10:30.136073
CUST2669,5040701228977289,"U.S. BANK, N.A.",EBT,DEBIT,UNITED STATES,4730.52,No,,2025-01-14 19:10:30.136073
CUST4316,6515291752855590,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,1048.71,No,,2025-01-02 19:10:30.136073
CUST6348,3340816020969429,UNKNOWN,JCB,DEBIT,JAPAN,3802.98,No,,2025-01-05 19:10:30.136073
CUST5599,5243550583424783,"STANDARD CHARTERED BANK (SINGAPORE), LTD.",MASTERCARD,DEBIT,SINGAPORE,3994.77,No,,2025-01-05 19:10:30.136073
CUST8836,4150828745476515,RIO GRANDE VALLEY CREDIT UNION,VISA,DEBIT,UNITED STATES,3497.63,No,,2025-01-13 19:10:30.136073
CUST4565,6532987613986752,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,413.4,No,,2025-01-16 19:10:30.136073
CUST5310,8200916554892263,UNKNOWN,RUPAY,CREDIT,INDIA,1337.08,No,,2025-01-24 19:10:30.136073
CUST1433,5069342770122310,UNKNOWN,EBT,DEBIT,UNITED STATES,3917.7,No,,2025-01-12 19:10:30.136073
CUST8969,4124475388641980,HOWARD BANK,VISA,DEBIT,UNITED STATES,3073.89,No,,2025-01-27 19:10:30.136073
CUST6344,3059577025304364,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,2959.11,No,,2025-01-16 19:10:30.136073
CUST7020,3854832641817237,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,4549.39,No,,2025-01-28 19:10:30.136073
CUST1098,3112807924604232,UNKNOWN,JCB,DEBIT,JAPAN,333.36,No,,2025-01-17 19:10:30.136073
CUST9975,4109435695302896,LM FEDERAL CREDIT UNION,VISA,DEBIT,UNITED STATES,943.21,No,,2025-01-04 19:10:30.136073
CUST6925,4948533490723210,UNKNOWN,VISA,CREDIT,BRAZIL,2879.25,No,,2025-01-16 19:10:30.136073
CUST2462,4321886030519902,"HSBC BANK USA, N.A.",VISA,CREDIT,UNITED STATES,2715.66,No,,2025-01-13 19:10:30.136073
CUST3370,4013861721712466,CENTRAL BANK,VISA,CREDIT,UNITED STATES,565.02,No,,2025-01-29 19:10:30.136073
CUST2737,6785499593066587,UNKNOWN,MAESTRO,DEBIT,ITALY,2630.33,No,,2025-01-14 19:10:30.136073
CUST6416,4288215969286060,SUTTON BANK,VISA,CREDIT,UNITED STATES,1089.72,No,,2025-01-30 19:10:30.136073
CUST8662,5346949012572367,JACK HENRY & ASSOCIATES,MASTERCARD,DEBIT,UNITED STATES,4023.17,No,,2025-01-21 19:10:30.136073
CUST7457,3429173361492650,UNKNOWN,AMERICAN EXPRESS,CREDIT,UNITED STATES,2886.45,No,,2025-01-02 19:10:30.136073
CUST5412,4784981814036753,UNKNOWN,VISA,DEBIT,UNITED STATES,1131.84,No,,2025-01-21 19:10:30.136073
CUST4031,3683642384180092,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,3291.83,No,,2025-01-27 19:10:30.136073
CUST2630,5155532703225394,HORIZON BANK,MASTERCARD,DEBIT,UNITED STATES,1561.79,No,,2025-01-20 19:10:30.136073
CUST4638,4626230910485000,OHIO CATHOLIC FEDERAL CREDIT UNION,VISA,CREDIT,UNITED STATES,4104.49,No,,2025-01-21 19:10:30.136073
CUST5033,5838404364070258,UNKNOWN,CIRRUS,DEBIT,UNITED STATES,2735.52,No,,2025-01-03 19:10:30.136073
CUST5691,1038063970922005,AGRICULTURAL BANK OF CHINA,LOCAL BRAND,DEBIT,CHINA,4514.44,No,,2025-01-04 19:10:30.136073
CUST5689,5552169659334587,"JPMORGAN CHASE BANK, N.A.",MASTERCARD,CREDIT,UNITED STATES,779.88,No,,2025-01-01 19:10:30.136073
CUST2368,4358266827777598,COASTAL CREDIT UNION,VISA,CREDIT,UNITED STATES,3119.49,No,,2025-01-13 19:10:30.136073
CUST6344,3784009313735356,AMERICAN EXPRESS US CONSUMER,AMERICAN EXPRESS,CREDIT,UNITED STATES,3996.13,No,,2025-01-30 19:10:30.136073
CUST2264,5324751351113369,JACK HENRY & ASSOCIATES,MASTERCARD,DEBIT,UNITED STATES,4315.88,No,,2025-01-22 19:10:30.136073
CUST7291,5410562177888490,UNKNOWN,MASTERCARD,CREDIT,UNITED STATES,3178.78,No,,2025-01-02 19:10:30.136073
CUST9444,3762872220696719,MAYBANK,AMERICAN EXPRESS,CREDIT,MALAYSIA,3184.75,No,,2025-01-10 19:10:30.136073
CUST8086,5218470081920587,PUBLIC JOINT STOCK COMPANY BANK URALSIB,MASTERCARD,CREDIT,RUSSIAN FEDERATION,1754.82,No,,2025-01-17 19:10:30.136073
CUST3677,4881089002672478,UNKNOWN,VISA,CREDIT,UNITED STATES,4632.41,No,,2025-01-24 19:10:30.136073
CUST7769,4784443288841345,WAYNE COUNTY FEDERAL CREDIT UNION,VISA,CREDIT,UNITED STATES,4893.4,No,,2025-01-22 19:10:30.136073
CUST4227,3957589891797845,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,4451.77,No,,2025-01-03 19:10:30.136073
CUST9453,3010770739393798,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,4268.25,No,,2025-01-22 19:10:30.136073
CUST3169,3194022747473510,UNKNOWN,PRIVATE LABEL,DEBIT,UNITED STATES,3065.27,No,,2025-01-06 19:10:30.136073
CUST6910,4239574138528412,WESTAMERICA BANK,VISA,DEBIT,UNITED STATES,4188.93,No,,2025-01-03 19:10:30.136073
CUST4606,6542094911346505,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,2784.98,No,,2025-01-03 19:10:30.136073
CUST2944,3888172382326669,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,776.65,No,,2025-01-19 19:10:30.136073
CUST9081,4146074521902595,AVIDIA BANK,VISA,DEBIT,UNITED STATES,3685.52,No,,2025-01-03 19:10:30.136073
CUST1472,3022371142897518,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,4628.69,No,,2025-01-19 19:10:30.136073
CUST7716,4803442967164866,SIGNET FEDERAL CREDIT UNION,VISA,DEBIT,UNITED STATES,548.52,No,,2025-01-12 19:10:30.136073
CUST3504,3530572435717092,UNKNOWN,JCB,CREDIT,JAPAN,3247.12,No,,2025-01-04 19:10:30.136073
CUST5944,4621614777293728,AMARILLO NATIONAL BANK,VISA,DEBIT,UNITED STATES,1247.38,No,,2025-01-17 19:10:30.136073
CUST8650,5583412842367616,SUTTON BANK,MASTERCARD,DEBIT,UNITED STATES,3380.89,No,,2025-01-10 19:10:30.136073
CUST3351,4853804460219138,THE CITY NATIONAL BANK OF SAN SABA,VISA,DEBIT,UNITED STATES,64.09,No,,2025-01-13 19:10:30.136073
CUST6479,3551331209935561,UNKNOWN,JCB,CREDIT,JAPAN,1638.75,No,,2025-01-23 19:10:30.136073
CUST1368,3852450440265668,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,2500.02,Yes,Refund or Credit Issues,2025-01-25 19:10:30.136073
CUST4476,5543103586426752,"PNC BANK, N.A.",MASTERCARD,DEBIT,UNITED STATES,4072.38,No,,2025-01-26 19:10:30.136073
CUST3070,3622240524948679,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,BRAZIL,19.29,No,,2025-01-25 19:10:30.136073
CUST7887,5095792480949577,UNKNOWN,ELO,CREDIT,BRAZIL,4709.03,No,,2025-01-21 19:10:30.136073
CUST4161,6516240538154111,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,2072.1,Yes,Fraud,2025-01-25 19:10:30.136073
CUST2296,5555630677676922,GUARDIANS CREDIT UNION,MASTERCARD,CREDIT,UNITED STATES,4282.05,No,,2025-01-14 19:10:30.136073
CUST9374,6459046230610588,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,3078.85,No,,2025-01-29 19:10:30.136073
CUST1781,4710427406793801,UNKNOWN,VISA,CREDIT,RUSSIAN FEDERATION,3098.74,No,,2025-01-05 19:10:30.136073
CUST3943,3666786494487026,DC JAPAN,DINERS CLUB INTERNATIONAL,CREDIT,JAPAN,3931.96,No,,2025-01-14 19:10:30.136073
CUST8822,3337554138645649,UNKNOWN,JCB,DEBIT,JAPAN,3805.18,No,,2025-01-30 19:10:30.136073
CUST6612,4224571365095898,FIRST COMMONWEALTH BANK,VISA,DEBIT,UNITED STATES,2191.38,No,,2025-01-12 19:10:30.136073
CUST1562,6422126172168449,UNKNOWN,EBT,DEBIT,UNITED STATES,1379.93,Yes,Authorization,2025-01-22 19:10:30.136073
CUST4944,3610945477799028,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,1275.53,No,,2025-01-20 19:10:30.136073
CUST8455,3621987607295432,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,496.13,No,,2025-01-12 19:10:30.136073
CUST4441,5029657166636225,UNKNOWN,EBT,DEBIT,UNITED STATES,790.89,No,,2024-12-31 19:10:30.136073
CUST6426,4762801684071040,OJSC JSB ROSSIYA,VISA,DEBIT,RUSSIAN FEDERATION,4031.5,No,,2025-01-10 19:10:30.136073
CUST4308,4147462719508144,CITIBANK SINGAPORE LTD.,VISA,CREDIT,SINGAPORE,503.19,No,,2025-01-21 19:10:30.136073
CUST5795,5800083698728943,UNKNOWN,EBT,DEBIT,UNITED STATES,307.45,No,,2025-01-16 19:10:30.136073
CUST4720,4136581182400855,CARD SERVICES FOR CREDIT UNIONS,VISA,DEBIT,UNITED STATES,782.51,No,,2025-01-28 19:10:30.136073
CUST3174,3489371084911122,UNKNOWN,AMERICAN EXPRESS,CREDIT,UNITED STATES,3492.32,No,,2025-01-18 19:10:30.136073
CUST1984,5083459507675469,UNKNOWN,EBT,DEBIT,UNITED STATES,4568.4,No,,2025-01-23 19:10:30.136073
CUST1453,4896468919240931,MONTANA HEALTH FEDERAL CREDIT UNION,VISA,DEBIT,UNITED STATES,3712.09,No,,2025-01-07 19:10:30.136073
CUST1622,5049245013832130,UNKNOWN,MAESTRO,DEBIT,UNITED STATES,779.07,No,,2025-01-30 19:10:30.136073
CUST8180,8104248006052285,UNKNOWN,CHINA UNION PAY,DEBIT,CHINA,490.43,No,,2025-01-18 19:10:30.136073
CUST3652,3461102617284336,UNKNOWN,AMERICAN EXPRESS,CREDIT,UNITED STATES,635.68,No,,2025-01-29 19:10:30.136073
CUST6432,3420653851812688,UNKNOWN,AMERICAN EXPRESS,CREDIT,UNITED STATES,574.02,No,,2025-01-30 19:10:30.136073
CUST1402,5208672222987290,"MITSUBISHI UFJ NICOS CO., LTD.",MASTERCARD,CREDIT,JAPAN,2986.68,No,,2025-01-23 19:10:30.136073
CUST7413,4718166130890937,GEORGIA UNITED CREDIT UNION,VISA,CREDIT,UNITED STATES,4929.94,No,,2025-01-19 19:10:30.136073
CUST5527,5174082957940681,"FISERV SOLUTIONS, LLC",MASTERCARD,DEBIT,UNITED STATES,1708.73,No,,2025-01-16 19:10:30.136073
CUST7496,6454964730379716,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,3760.22,No,,2025-01-23 19:10:30.136073
CUST9690,5663297472898901,"JPMORGAN CHASE BANK, N.A.",EBT,DEBIT,UNITED STATES,118.7,No,,2025-01-27 19:10:30.136073
CUST5503,3665246749449568,DC JAPAN,DINERS CLUB INTERNATIONAL,CREDIT,JAPAN,795.7,No,,2025-01-08 19:10:30.136073
CUST6212,3685724053866106,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,1974.6,No,,2025-01-16 19:10:30.136073
CUST6820,4957665729889798,UNKNOWN,VISA,CREDIT,UNITED STATES,1323.24,No,,2025-01-15 19:10:30.136073
CUST3906,3765344165617457,AEBC INDIA GSTAR CORP,AMERICAN EXPRESS,CREDIT,INDIA,992.4,No,,2025-01-23 19:10:30.136073
CUST2133,8168070044242160,UNKNOWN,CHINA UNION PAY,DEBIT,CHINA,4088.57,No,,2025-01-23 19:10:30.136073
CUST8983,4266574588157968,"WELLS FARGO BANK, N.A.",VISA,CREDIT,UNITED STATES,402.82,No,,2025-01-15 19:10:30.136073
CUST4372,4873439269003295,ABNB FEDERAL CREDIT UNION,VISA,CREDIT,UNITED STATES,271.52,No,,2025-01-08 19:10:30.136073
CUST7972,3424733068443567,UNKNOWN,AMERICAN EXPRESS,CREDIT,UNITED STATES,4582.46,No,,2025-01-01 19:10:30.136073
CUST1468,3339976323835113,UNKNOWN,JCB,DEBIT,JAPAN,2154.48,No,,2025-01-24 19:10:30.136073
CUST3144,5880962841940579,UNKNOWN,EBT,DEBIT,UNITED STATES,3759.39,No,,2025-01-06 19:10:30.136073
CUST7003,5011815068738586,UNKNOWN,EBT,DEBIT,UNITED STATES,3448.41,No,,2025-01-04 19:10:30.136073
CUST5924,4328616569672318,NORTHWEST BANK,VISA,DEBIT,UNITED STATES,1035.97,No,,2025-01-30 19:10:30.136073
CUST6625,6491266171150835,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,4980.85,No,,2025-01-23 19:10:30.136073
CUST3335,3751353498793529,BANCO BRADESCO,AMERICAN EXPRESS,CREDIT,BRAZIL,2831.4,No,,2025-01-15 19:10:30.136073
CUST2082,5336108430196884,"CHUGOKU SHINKIN CARD CO., LTD.",MASTERCARD,CREDIT,JAPAN,86.37,No,,2025-01-28 19:10:30.136073
CUST9809,3052766358794588,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,4966.92,No,,2024-12-31 19:10:30.136073
CUST9734,6270421656290769,"YUANQU COUNTY HEDONG VILLAGE BANK CO., LTD.",CHINA UNION PAY,DEBIT,CHINA,2818.8,No,,2025-01-18 19:10:30.136073
CUST5137,6569986060561631,DISCOVER ISSUER,DISCOVER,DEBIT,UNITED STATES,3088.05,No,,2025-01-27 19:10:30.136073
CUST1600,5247776991661888,FIFTH THIRD BANK,MASTERCARD,CREDIT,UNITED STATES,4856.56,No,,2025-01-21 19:10:30.136073
CUST8224,4107308162785899,BM-BANK JSC,VISA,CREDIT,RUSSIAN FEDERATION,3546.21,No,,2025-01-04 19:10:30.136073
CUST4226,3810976041175043,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,3732.11,No,,2024-12-31 19:10:30.136073
CUST1223,4861614141363602,TCF BANK,VISA,DEBIT,UNITED STATES,717.68,No,,2025-01-25 19:10:30.136073
CUST5770,3461409053786619,UNKNOWN,AMERICAN EXPRESS,CREDIT,UNITED STATES,1042.26,No,,2025-01-03 19:10:30.136073
CUST8871,3045051823806475,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,1528.64,No,,2025-01-27 19:10:30.136073
CUST5777,4206219412299235,EDUCATORS CREDIT UNION,VISA,CREDIT,UNITED STATES,3803.5,No,,2025-01-20 19:10:30.136073
CUST9329,4048142801150701,JPMORGAN CHASE BANK N.A.,VISA,CREDIT,UNITED STATES,4699.6,No,,2025-01-08 19:10:30.136073
CUST4212,4448473712419832,UNKNOWN,VISA,CREDIT,UNITED STATES,1660.54,No,,2025-01-18 19:10:30.136073
CUST3835,5499171859741776,PATELCO CREDIT UNION,MASTERCARD,CREDIT,UNITED STATES,1659.13,No,,2025-01-15 19:10:30.136073
CUST2036,6512558135860675,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,2742.26,Yes,Fraud,2025-01-12 19:10:30.136073
CUST3118,5377054105106390,PUBLIC JOINT STOCK COMPANY BANK URALSIB,MASTERCARD,CREDIT,RUSSIAN FEDERATION,2350.99,No,,2025-01-14 19:10:30.136073
CUST9945,3412401644209159,AMERICAN EXPRESS US CONSUMER,AMERICAN EXPRESS,CREDIT,UNITED STATES,1287.96,No,,2025-01-20 19:10:30.136073
CUST8868,3818573126953783,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,3072.11,No,,2025-01-12 19:10:30.136073
CUST7304,4542286279489408,"UC CARD CO., LTD.",VISA,CREDIT,JAPAN,3561.5,No,,2024-12-31 19:10:30.136073
CUST5421,4928818676916389,BARCLAYS BANK PLC,VISA,DEBIT,UNITED KINGDOM,531.53,No,,2025-01-23 19:10:30.136073
CUST3031,5934947469754715,UNKNOWN,MAESTRO,DEBIT,AUSTRALIA,3518.09,No,,2025-01-02 19:10:30.136073
CUST2747,5822506613424782,UNKNOWN,EBT,DEBIT,UNITED STATES,372.29,No,,2025-01-19 19:10:30.136073
CUST7334,5592953663274937,"FISERV SOLUTIONS, LLC",MASTERCARD,CREDIT,UNITED STATES,2987.19,No,,2025-01-09 19:10:30.136073
CUST1342,5682461119232592,UNKNOWN,EBT,DEBIT,UNITED STATES,1232.49,No,,2025-01-28 19:10:30.136073
CUST8326,6222545653053198,BANK OF COMMUNICATIONS,CHINA UNION PAY,CREDIT,CHINA,3513.13,No,,2025-01-11 19:10:30.136073
CUST9474,6718465367678893,HSBC UK BANK PLC,MAESTRO,DEBIT,UNITED KINGDOM,310.66,No,,2025-01-20 19:10:30.136073
CUST5562,3563987090619531,UNKNOWN,JCB,CREDIT,CHINA,2357.43,No,,2025-01-15 19:10:30.136073
CUST4165,4218932053584441,"TRANSACT PAYMENTS, LTD.",VISA,CREDIT,UNITED KINGDOM,2112.46,No,,2025-01-13 19:10:30.136073
CUST9279,3911127287083523,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,2133.35,No,,2025-01-14 19:10:30.136073
CUST2620,4414626340304291,FIRST COMMUNITY CREDIT UNION,VISA,CREDIT,UNITED STATES,2772.39,No,,2025-01-15 19:10:30.136073
CUST8531,6759760802990881,ROYAL BANK OF SCOTLAND PLC,MAESTRO,DEBIT,UNITED KINGDOM,3866.54,No,,2025-01-27 19:10:30.136073
CUST8628,1081239614720531,QANTAS AIRWAYS (QF),UATP,CREDIT,AUSTRALIA,4393.02,No,,2025-01-26 19:10:30.136073
CUST1655,5734546469228413,UNKNOWN,CIRRUS,DEBIT,UNITED STATES,4596.27,No,,2025-01-20 19:10:30.136073
CUST1275,5434179320486635,"YAMAGIN CARD CO., LTD.",MASTERCARD,CREDIT,JAPAN,594.8,No,,2025-01-23 19:10:30.136073
CUST3208,1957717288124884,AUSTRALIAN AIRLINES (OS),UATP,CREDIT,AUSTRALIA,2006.36,No,,2025-01-01 19:10:30.136073
